Sender_account,Date,daily_total,daily_count,previous_day_total,change_from_previous_day,alert_type,behavioural_flag
1763632302,2022-10-16,4774.09,1,NULL,NULL,"BEHAVIOURAL CHANGE",NORMAL
1763882389,2022-10-26,5242.35,1,NULL,NULL,"BEHAVIOURAL CHANGE",NORMAL
1763882389,2022-10-28,6505.19,1,5242.35,1262.84,"BEHAVIOURAL CHANGE",NORMAL
1763882389,2022-11-08,10774.54,1,6505.19,4269.35,"BEHAVIOURAL CHANGE",NORMAL
1769527701,2022-10-07,441.40,1,NULL,NULL,"BEHAVIOURAL CHANGE",NORMAL
1769648203,2022-12-06,5424.69,1,NULL,NULL,"BEHAVIOURAL CHANGE",NORMAL
1769648203,2022-12-08,6337.95,1,5424.69,913.26,"BEHAVIOURAL CHANGE",NORMAL
1769648203,2022-12-13,40800.99,2,6337.95,34463.04,"BEHAVIOURAL CHANGE",CRITICAL
1769787997,2022-11-16,2673.58,1,NULL,NULL,"BEHAVIOURAL CHANGE",NORMAL
1773265181,2022-10-07,158.91,1,NULL,NULL,"BEHAVIOURAL CHANGE",NORMAL
1775046511,2022-10-09,3867.03,1,NULL,NULL,"BEHAVIOURAL CHANGE",NORMAL
1776829912,2022-10-07,2330.58,1,NULL,NULL,"BEHAVIOURAL CHANGE",NORMAL
1779161997,2022-10-07,825.71,1,NULL,NULL,"BEHAVIOURAL CHANGE",NORMAL
1781823044,2022-10-07,10295.52,1,NULL,NULL,"BEHAVIOURAL CHANGE",NORMAL
1792169085,2022-11-11,3609.91,1,NULL,NULL,"BEHAVIOURAL CHANGE",NORMAL
1792169085,2022-11-27,31059.13,1,3609.91,27449.22,"BEHAVIOURAL CHANGE",CRITICAL
1796432131,2022-10-07,1669.71,2,NULL,NULL,"BEHAVIOURAL CHANGE",NORMAL
1798141400,2022-10-07,13295.96,1,NULL,NULL,"BEHAVIOURAL CHANGE",NORMAL
1802636466,2022-10-07,2538.63,1,NULL,NULL,"BEHAVIOURAL CHANGE",NORMAL
1803547457,2022-10-07,21006.04,1,NULL,NULL,"BEHAVIOURAL CHANGE",NORMAL
1805171806,2022-10-07,5931.99,1,NULL,NULL,"BEHAVIOURAL CHANGE",NORMAL
1813079910,2022-10-20,6056.61,1,NULL,NULL,"BEHAVIOURAL CHANGE",NORMAL
1813079910,2022-11-04,18935.15,1,6056.61,12878.54,"BEHAVIOURAL CHANGE",CRITICAL
1817675963,2022-10-07,28863.54,2,NULL,NULL,"BEHAVIOURAL CHANGE",NORMAL
1819824199,2022-11-11,6907.31,1,NULL,NULL,"BEHAVIOURAL CHANGE",NORMAL
182554113,2022-10-07,2876.87,1,NULL,NULL,"BEHAVIOURAL CHANGE",NORMAL
1830078831,2022-10-07,20487.18,2,NULL,NULL,"BEHAVIOURAL CHANGE",NORMAL
1832920542,2022-10-07,1348.60,1,NULL,NULL,"BEHAVIOURAL CHANGE",NORMAL
1833910002,2022-10-07,3523.43,1,NULL,NULL,"BEHAVIOURAL CHANGE",NORMAL
1834379343,2022-10-07,1624.51,1,NULL,NULL,"BEHAVIOURAL CHANGE",NORMAL
1840293182,2022-10-07,723.72,1,NULL,NULL,"BEHAVIOURAL CHANGE",NORMAL
1843365823,2022-10-07,27473.16,3,NULL,NULL,"BEHAVIOURAL CHANGE",NORMAL
1855387950,2022-12-14,10096.24,1,NULL,NULL,"BEHAVIOURAL CHANGE",NORMAL
1855785042,2022-10-07,1301.85,1,NULL,NULL,"BEHAVIOURAL CHANGE",NORMAL
1858089957,2022-10-07,125.25,1,NULL,NULL,"BEHAVIOURAL CHANGE",NORMAL
1858089957,2022-10-28,8800.33,1,125.25,8675.08,"BEHAVIOURAL CHANGE",CRITICAL
1858089957,2022-10-29,6767.96,1,8800.33,-2032.37,"BEHAVIOURAL CHANGE",NORMAL
1858089957,2022-11-01,28282.38,1,6767.96,21514.42,"BEHAVIOURAL CHANGE",CRITICAL
1860276721,2022-10-07,8165.87,1,NULL,NULL,"BEHAVIOURAL CHANGE",NORMAL
1860351715,2022-10-13,4624.05,1,NULL,NULL,"BEHAVIOURAL CHANGE",NORMAL
1861196280,2022-10-07,377.23,1,NULL,NULL,"BEHAVIOURAL CHANGE",NORMAL
1862303603,2022-10-07,5638.13,1,NULL,NULL,"BEHAVIOURAL CHANGE",NORMAL
1870550256,2022-11-13,2984.45,1,NULL,NULL,"BEHAVIOURAL CHANGE",NORMAL
1877205049,2022-10-07,4249.69,1,NULL,NULL,"BEHAVIOURAL CHANGE",NORMAL
1879634304,2022-11-29,19143.49,1,NULL,NULL,"BEHAVIOURAL CHANGE",NORMAL
1888233271,2022-10-20,6051.44,1,NULL,NULL,"BEHAVIOURAL CHANGE",NORMAL
188929394,2022-10-15,9658.21,1,NULL,NULL,"BEHAVIOURAL CHANGE",NORMAL
1890296485,2022-10-21,7084.61,1,NULL,NULL,"BEHAVIOURAL CHANGE",NORMAL
1894120327,2022-11-15,3540.03,1,NULL,NULL,"BEHAVIOURAL CHANGE",NORMAL
1900227002,2022-10-07,967.97,1,NULL,NULL,"BEHAVIOURAL CHANGE",NORMAL
1901465174,2022-12-10,6752.60,1,NULL,NULL,"BEHAVIOURAL CHANGE",NORMAL
1903200889,2022-10-07,7083.72,1,NULL,NULL,"BEHAVIOURAL CHANGE",NORMAL
190346689,2022-10-07,6457.15,1,NULL,NULL,"BEHAVIOURAL CHANGE",NORMAL
1906870112,2022-10-07,22192.64,1,NULL,NULL,"BEHAVIOURAL CHANGE",NORMAL
1908249712,2022-10-07,3978.50,1,NULL,NULL,"BEHAVIOURAL CHANGE",NORMAL
1915450576,2022-10-07,202058.03,22,NULL,NULL,"BEHAVIOURAL CHANGE",NORMAL
1921988708,2022-10-07,211.95,1,NULL,NULL,"BEHAVIOURAL CHANGE",NORMAL
1926054413,2022-11-05,4660.40,1,NULL,NULL,"BEHAVIOURAL CHANGE",NORMAL
1929116626,2022-10-07,24469.22,1,NULL,NULL,"BEHAVIOURAL CHANGE",NORMAL
1935297468,2022-10-07,305.05,1,NULL,NULL,"BEHAVIOURAL CHANGE",NORMAL
1937509788,2022-10-07,29109.99,3,NULL,NULL,"BEHAVIOURAL CHANGE",NORMAL
1953954268,2022-10-07,5494.69,1,NULL,NULL,"BEHAVIOURAL CHANGE",NORMAL
195640366,2022-10-27,16543.59,1,NULL,NULL,"BEHAVIOURAL CHANGE",NORMAL
1958294737,2022-10-07,7676.37,1,NULL,NULL,"BEHAVIOURAL CHANGE",NORMAL
1964713406,2022-10-07,228.57,1,NULL,NULL,"BEHAVIOURAL CHANGE",NORMAL
1965297304,2022-10-07,1852.88,1,NULL,NULL,"BEHAVIOURAL CHANGE",NORMAL
1968816394,2022-10-16,4210.88,1,NULL,NULL,"BEHAVIOURAL CHANGE",NORMAL
1976727841,2022-10-07,11266.24,1,NULL,NULL,"BEHAVIOURAL CHANGE",NORMAL
1977915508,2022-10-07,16360.96,1,NULL,NULL,"BEHAVIOURAL CHANGE",NORMAL
1982710669,2022-10-07,7121.93,1,NULL,NULL,"BEHAVIOURAL CHANGE",NORMAL
198403508,2022-10-07,9117.34,2,NULL,NULL,"BEHAVIOURAL CHANGE",NORMAL
1988222610,2022-10-07,4079.56,2,NULL,NULL,"BEHAVIOURAL CHANGE",NORMAL
1992087353,2022-11-19,2964.92,1,NULL,NULL,"BEHAVIOURAL CHANGE",NORMAL
1992777224,2022-10-07,2191.66,1,NULL,NULL,"BEHAVIOURAL CHANGE",NORMAL
1995805675,2022-10-07,63.21,1,NULL,NULL,"BEHAVIOURAL CHANGE",NORMAL
1996285523,2022-10-07,15925.23,1,NULL,NULL,"BEHAVIOURAL CHANGE",NORMAL
1998445733,2022-10-07,897.19,1,NULL,NULL,"BEHAVIOURAL CHANGE",NORMAL
1999169946,2022-10-07,718.79,1,NULL,NULL,"BEHAVIOURAL CHANGE",NORMAL
1999169946,2022-11-14,2836.66,1,718.79,2117.87,"BEHAVIOURAL CHANGE",CRITICAL
2002482587,2022-10-07,10915.73,1,NULL,NULL,"BEHAVIOURAL CHANGE",NORMAL
2004133484,2022-10-07,32307.93,4,NULL,NULL,"BEHAVIOURAL CHANGE",NORMAL
2004502234,2022-12-10,2515.19,1,NULL,NULL,"BEHAVIOURAL CHANGE",NORMAL
2005193114,2022-10-07,5721.98,1,NULL,NULL,"BEHAVIOURAL CHANGE",NORMAL
2009014329,2022-10-07,3493.89,1,NULL,NULL,"BEHAVIOURAL CHANGE",NORMAL
2012985537,2022-10-07,417.08,1,NULL,NULL,"BEHAVIOURAL CHANGE",NORMAL
2019673507,2022-11-17,2864.13,1,NULL,NULL,"BEHAVIOURAL CHANGE",NORMAL
2020708263,2022-10-07,12688.62,2,NULL,NULL,"BEHAVIOURAL CHANGE",NORMAL
2020824487,2022-10-07,3828.34,1,NULL,NULL,"BEHAVIOURAL CHANGE",NORMAL
2023911328,2022-12-04,7552.68,1,NULL,NULL,"BEHAVIOURAL CHANGE",NORMAL
2028959593,2022-10-07,9433.15,2,NULL,NULL,"BEHAVIOURAL CHANGE",NORMAL
2032861182,2022-10-07,8708.29,1,NULL,NULL,"BEHAVIOURAL CHANGE",NORMAL
2040906068,2022-10-07,37.80,1,NULL,NULL,"BEHAVIOURAL CHANGE",NORMAL
2041162165,2022-10-07,2351.15,1,NULL,NULL,"BEHAVIOURAL CHANGE",NORMAL
2041519241,2022-10-07,14972.63,1,NULL,NULL,"BEHAVIOURAL CHANGE",NORMAL
2042130994,2022-10-07,864.66,1,NULL,NULL,"BEHAVIOURAL CHANGE",NORMAL
2045644966,2022-10-07,21069.00,3,NULL,NULL,"BEHAVIOURAL CHANGE",NORMAL
2047410771,2022-10-07,24212.99,3,NULL,NULL,"BEHAVIOURAL CHANGE",NORMAL
2052847675,2022-10-07,1648.09,1,NULL,NULL,"BEHAVIOURAL CHANGE",NORMAL
2054022856,2022-10-07,22975.90,1,NULL,NULL,"BEHAVIOURAL CHANGE",NORMAL
2054223834,2022-10-07,10151.79,2,NULL,NULL,"BEHAVIOURAL CHANGE",NORMAL
2056215656,2022-10-07,2567.43,1,NULL,NULL,"BEHAVIOURAL CHANGE",NORMAL
2058693095,2022-10-07,1367.57,1,NULL,NULL,"BEHAVIOURAL CHANGE",NORMAL
2060128523,2022-10-29,3996.79,1,NULL,NULL,"BEHAVIOURAL CHANGE",NORMAL
2060128523,2022-12-07,2457.84,1,3996.79,-1538.95,"BEHAVIOURAL CHANGE",NORMAL
2064169340,2022-10-07,261.01,1,NULL,NULL,"BEHAVIOURAL CHANGE",NORMAL
2065685062,2022-11-09,4736.40,1,NULL,NULL,"BEHAVIOURAL CHANGE",NORMAL
2072269456,2022-10-07,2776.85,1,NULL,NULL,"BEHAVIOURAL CHANGE",NORMAL
2075545195,2022-10-27,6053.92,1,NULL,NULL,"BEHAVIOURAL CHANGE",NORMAL
2075545195,2022-10-28,16051.52,1,6053.92,9997.60,"BEHAVIOURAL CHANGE",HIGH
2077316155,2022-10-07,1850.31,1,NULL,NULL,"BEHAVIOURAL CHANGE",NORMAL
207936746,2022-10-10,161021.82,1,NULL,NULL,"BEHAVIOURAL CHANGE",NORMAL
207936746,2022-11-11,378657.57,1,161021.82,217635.75,"BEHAVIOURAL CHANGE",HIGH
207936746,2022-11-12,186244.93,1,378657.57,-192412.64,"BEHAVIOURAL CHANGE",NORMAL
207936746,2022-11-13,972607.27,1,186244.93,786362.34,"BEHAVIOURAL CHANGE",CRITICAL
208056103,2022-11-19,142.50,1,NULL,NULL,"BEHAVIOURAL CHANGE",NORMAL
208056103,2022-11-20,157.93,1,142.50,15.43,"BEHAVIOURAL CHANGE",NORMAL
208056103,2022-11-21,208.29,1,157.93,50.36,"BEHAVIOURAL CHANGE",NORMAL
208056103,2022-11-22,37.24,1,208.29,-171.05,"BEHAVIOURAL CHANGE",NORMAL
208056103,2022-11-23,227.94,1,37.24,190.70,"BEHAVIOURAL CHANGE",CRITICAL
2081479084,2022-10-18,4765.10,1,NULL,NULL,"BEHAVIOURAL CHANGE",NORMAL
2084733860,2022-10-07,716.46,1,NULL,NULL,"BEHAVIOURAL CHANGE",NORMAL
2090244022,2022-10-10,17792.18,2,NULL,NULL,"BEHAVIOURAL CHANGE",NORMAL
2090244022,2022-10-11,11652.71,1,17792.18,-6139.47,"BEHAVIOURAL CHANGE",NORMAL
2090244022,2022-10-13,21098.62,2,11652.71,9445.91,"BEHAVIOURAL CHANGE",NORMAL
2095405293,2022-10-07,1043.23,1,NULL,NULL,"BEHAVIOURAL CHANGE",NORMAL
2101877453,2022-10-07,10456.69,1,NULL,NULL,"BEHAVIOURAL CHANGE",NORMAL
2104849384,2022-10-07,101.93,1,NULL,NULL,"BEHAVIOURAL CHANGE",NORMAL
2118817860,2022-10-07,2081.47,1,NULL,NULL,"BEHAVIOURAL CHANGE",NORMAL
2126868617,2022-10-07,7394.15,1,NULL,NULL,"BEHAVIOURAL CHANGE",NORMAL
2131820112,2022-10-07,199.60,1,NULL,NULL,"BEHAVIOURAL CHANGE",NORMAL
2133070589,2022-10-07,14021.47,1,NULL,NULL,"BEHAVIOURAL CHANGE",NORMAL
2135597740,2022-10-23,17210.00,1,NULL,NULL,"BEHAVIOURAL CHANGE",NORMAL
2136084447,2022-10-07,10318.34,1,NULL,NULL,"BEHAVIOURAL CHANGE",NORMAL
2138042075,2022-10-07,146.49,1,NULL,NULL,"BEHAVIOURAL CHANGE",NORMAL
2147527699,2022-10-07,21031.69,2,NULL,NULL,"BEHAVIOURAL CHANGE",NORMAL
2148442816,2022-10-07,125.50,1,NULL,NULL,"BEHAVIOURAL CHANGE",NORMAL
2149901234,2022-11-30,4692191.66,1,NULL,NULL,"BEHAVIOURAL CHANGE",NORMAL
2154311031,2022-11-20,17311.02,2,NULL,NULL,"BEHAVIOURAL CHANGE",NORMAL
2154311031,2022-11-21,8266.82,1,17311.02,-9044.20,"BEHAVIOURAL CHANGE",NORMAL
2154311031,2022-11-22,9891.63,1,8266.82,1624.81,"BEHAVIOURAL CHANGE",NORMAL
2154311031,2022-11-23,3872.49,1,9891.63,-6019.14,"BEHAVIOURAL CHANGE",NORMAL
215465344,2022-10-07,4544.48,1,NULL,NULL,"BEHAVIOURAL CHANGE",NORMAL
2155777605,2022-10-07,7214.79,1,NULL,NULL,"BEHAVIOURAL CHANGE",NORMAL
2158196009,2022-10-07,1942.78,1,NULL,NULL,"BEHAVIOURAL CHANGE",NORMAL
2161928970,2022-10-18,4337.60,1,NULL,NULL,"BEHAVIOURAL CHANGE",NORMAL
2163495423,2022-10-07,3454.45,1,NULL,NULL,"BEHAVIOURAL CHANGE",NORMAL
2164762018,2022-10-07,11238.31,1,NULL,NULL,"BEHAVIOURAL CHANGE",NORMAL
2166563883,2022-10-19,2150.35,1,NULL,NULL,"BEHAVIOURAL CHANGE",NORMAL
2166563883,2022-12-10,6043.32,1,2150.35,3892.97,"BEHAVIOURAL CHANGE",HIGH
2170161481,2022-10-07,6124.16,1,NULL,NULL,"BEHAVIOURAL CHANGE",NORMAL
217239763,2022-10-07,4412.78,1,NULL,NULL,"BEHAVIOURAL CHANGE",NORMAL
2173103945,2022-10-07,5395.33,1,NULL,NULL,"BEHAVIOURAL CHANGE",NORMAL
2173728682,2022-12-12,6673.76,1,NULL,NULL,"BEHAVIOURAL CHANGE",NORMAL
2173814957,2022-10-07,2771.48,1,NULL,NULL,"BEHAVIOURAL CHANGE",NORMAL
2176135093,2022-10-18,3837.67,1,NULL,NULL,"BEHAVIOURAL CHANGE",NORMAL
2177044140,2022-10-07,7474.58,1,NULL,NULL,"BEHAVIOURAL CHANGE",NORMAL
2179044177,2022-12-10,51894.40,1,NULL,NULL,"BEHAVIOURAL CHANGE",NORMAL
218429315,2022-10-27,7674.77,1,NULL,NULL,"BEHAVIOURAL CHANGE",NORMAL
2185766681,2022-11-05,31.17,1,NULL,NULL,"BEHAVIOURAL CHANGE",NORMAL
2185766681,2022-11-07,108.03,1,31.17,76.86,"BEHAVIOURAL CHANGE",CRITICAL
2185766681,2022-11-09,202.29,1,108.03,94.26,"BEHAVIOURAL CHANGE",NORMAL
2185766681,2022-11-11,165.29,1,202.29,-37.00,"BEHAVIOURAL CHANGE",NORMAL
2188890133,2022-10-07,17786.25,2,NULL,NULL,"BEHAVIOURAL CHANGE",NORMAL
2192295697,2022-10-07,3329.06,1,NULL,NULL,"BEHAVIOURAL CHANGE",NORMAL
2194097010,2022-10-20,11250.65,1,NULL,NULL,"BEHAVIOURAL CHANGE",NORMAL
2196677893,2022-10-07,34274.10,3,NULL,NULL,"BEHAVIOURAL CHANGE",NORMAL
2199795388,2022-10-07,47474.70,5,NULL,NULL,"BEHAVIOURAL CHANGE",NORMAL
2201489060,2022-10-07,1725.41,1,NULL,NULL,"BEHAVIOURAL CHANGE",NORMAL
2202591253,2022-11-16,10434.61,1,NULL,NULL,"BEHAVIOURAL CHANGE",NORMAL
2206902878,2022-10-07,19681.81,2,NULL,NULL,"BEHAVIOURAL CHANGE",NORMAL
2214157994,2022-10-07,3797.02,1,NULL,NULL,"BEHAVIOURAL CHANGE",NORMAL
2215405780,2022-10-07,12145.86,1,NULL,NULL,"BEHAVIOURAL CHANGE",NORMAL
222127079,2022-10-07,15586.71,2,NULL,NULL,"BEHAVIOURAL CHANGE",NORMAL
2225924818,2022-10-07,7642.78,1,NULL,NULL,"BEHAVIOURAL CHANGE",NORMAL
2238431194,2022-11-22,26810.54,1,NULL,NULL,"BEHAVIOURAL CHANGE",NORMAL
2239567616,2022-10-28,5538.72,1,NULL,NULL,"BEHAVIOURAL CHANGE",NORMAL
2241044938,2022-10-07,3592.54,2,NULL,NULL,"BEHAVIOURAL CHANGE",NORMAL
2242627172,2022-10-07,373.49,1,NULL,NULL,"BEHAVIOURAL CHANGE",NORMAL
2247370907,2022-12-05,168.46,2,NULL,NULL,"BEHAVIOURAL CHANGE",NORMAL
2247370907,2022-12-06,594.93,2,168.46,426.47,"BEHAVIOURAL CHANGE",CRITICAL
2247370907,2022-12-07,319.31,2,594.93,-275.62,"BEHAVIOURAL CHANGE",NORMAL
2247370907,2022-12-08,223.32,2,319.31,-95.99,"BEHAVIOURAL CHANGE",NORMAL
2247370907,2022-12-09,318.13,2,223.32,94.81,"BEHAVIOURAL CHANGE",NORMAL
2248717437,2022-10-07,7059.83,1,NULL,NULL,"BEHAVIOURAL CHANGE",NORMAL
224895015,2022-10-07,12919.42,1,NULL,NULL,"BEHAVIOURAL CHANGE",NORMAL
2249715759,2022-10-07,7530.89,1,NULL,NULL,"BEHAVIOURAL CHANGE",NORMAL
2252406159,2022-10-28,4932.28,1,NULL,NULL,"BEHAVIOURAL CHANGE",NORMAL
2252406159,2022-10-30,10071.16,1,4932.28,5138.88,"BEHAVIOURAL CHANGE",HIGH
2252406159,2022-10-31,4208.64,1,10071.16,-5862.52,"BEHAVIOURAL CHANGE",NORMAL
2252743283,2022-10-07,4382.36,1,NULL,NULL,"BEHAVIOURAL CHANGE",NORMAL
2259167854,2022-10-07,496.73,1,NULL,NULL,"BEHAVIOURAL CHANGE",NORMAL
2261720358,2022-10-07,397.87,1,NULL,NULL,"BEHAVIOURAL CHANGE",NORMAL
2263952180,2022-12-14,3955.85,1,NULL,NULL,"BEHAVIOURAL CHANGE",NORMAL
2264729898,2022-10-07,289536.71,1,NULL,NULL,"BEHAVIOURAL CHANGE",NORMAL
2266586338,2022-10-07,105.58,1,NULL,NULL,"BEHAVIOURAL CHANGE",NORMAL
2267057254,2022-10-07,4141.09,3,NULL,NULL,"BEHAVIOURAL CHANGE",NORMAL
2281394207,2022-10-17,167428.40,1,NULL,NULL,"BEHAVIOURAL CHANGE",NORMAL
2281394207,2022-11-18,79688.52,1,167428.40,-87739.88,"BEHAVIOURAL CHANGE",NORMAL
2281960924,2022-11-13,9465.95,1,NULL,NULL,"BEHAVIOURAL CHANGE",NORMAL
2283755888,2022-10-07,6508.48,1,NULL,NULL,"BEHAVIOURAL CHANGE",NORMAL
2286679717,2022-10-16,10293.69,1,NULL,NULL,"BEHAVIOURAL CHANGE",NORMAL
2286679717,2022-10-17,6211.79,1,10293.69,-4081.90,"BEHAVIOURAL CHANGE",NORMAL
2286679717,2022-10-19,6498.00,1,6211.79,286.21,"BEHAVIOURAL CHANGE",NORMAL
229007460,2022-10-07,673.61,1,NULL,NULL,"BEHAVIOURAL CHANGE",NORMAL
2293206956,2022-10-07,3418.37,1,NULL,NULL,"BEHAVIOURAL CHANGE",NORMAL
2294025022,2022-10-07,17468.86,2,NULL,NULL,"BEHAVIOURAL CHANGE",NORMAL
22941989,2022-11-17,4676.36,1,NULL,NULL,"BEHAVIOURAL CHANGE",NORMAL
2295019842,2022-10-07,225.57,1,NULL,NULL,"BEHAVIOURAL CHANGE",NORMAL
2295065694,2022-10-07,374.72,1,NULL,NULL,"BEHAVIOURAL CHANGE",NORMAL
2295495393,2022-11-15,3972.59,1,NULL,NULL,"BEHAVIOURAL CHANGE",NORMAL
2299676190,2022-10-07,11781.19,2,NULL,NULL,"BEHAVIOURAL CHANGE",NORMAL
23039938,2022-11-07,9130.59,1,NULL,NULL,"BEHAVIOURAL CHANGE",NORMAL
23039938,2022-11-25,18289.29,1,9130.59,9158.70,"BEHAVIOURAL CHANGE",HIGH
2304794217,2022-10-07,8358.50,1,NULL,NULL,"BEHAVIOURAL CHANGE",NORMAL
2305137294,2022-11-07,4676.70,1,NULL,NULL,"BEHAVIOURAL CHANGE",NORMAL
2312005653,2022-10-07,9614.29,1,NULL,NULL,"BEHAVIOURAL CHANGE",NORMAL
2312860929,2022-10-07,39761.17,1,NULL,NULL,"BEHAVIOURAL CHANGE",NORMAL
2318701432,2022-10-07,881.71,1,NULL,NULL,"BEHAVIOURAL CHANGE",NORMAL
2318934240,2022-10-07,2126.83,1,NULL,NULL,"BEHAVIOURAL CHANGE",NORMAL
2320387917,2022-10-07,34889.83,2,NULL,NULL,"BEHAVIOURAL CHANGE",NORMAL
2325150545,2022-10-07,1013.41,1,NULL,NULL,"BEHAVIOURAL CHANGE",NORMAL
2335777366,2022-10-07,1095.87,1,NULL,NULL,"BEHAVIOURAL CHANGE",NORMAL
2337289637,2022-10-13,3559.89,1,NULL,NULL,"BEHAVIOURAL CHANGE",NORMAL
2340135699,2022-12-13,6029.31,1,NULL,NULL,"BEHAVIOURAL CHANGE",NORMAL
2348039999,2022-10-07,256168.57,1,NULL,NULL,"BEHAVIOURAL CHANGE",NORMAL
2350608357,2022-10-07,2926.45,2,NULL,NULL,"BEHAVIOURAL CHANGE",NORMAL
2350628776,2022-10-07,1493.75,1,NULL,NULL,"BEHAVIOURAL CHANGE",NORMAL
2351530109,2022-10-07,3291.34,1,NULL,NULL,"BEHAVIOURAL CHANGE",NORMAL
2353737542,2022-10-07,1662.26,1,NULL,NULL,"BEHAVIOURAL CHANGE",NORMAL
2354611546,2022-11-11,8703.66,1,NULL,NULL,"BEHAVIOURAL CHANGE",NORMAL
2355147013,2022-10-07,2820.69,1,NULL,NULL,"BEHAVIOURAL CHANGE",NORMAL
2359149347,2022-10-07,15676.74,1,NULL,NULL,"BEHAVIOURAL CHANGE",NORMAL
2361741456,2022-12-15,10945.85,1,NULL,NULL,"BEHAVIOURAL CHANGE",NORMAL
2364222213,2022-10-18,6131.27,1,NULL,NULL,"BEHAVIOURAL CHANGE",NORMAL
2365007895,2022-10-07,350200.44,33,NULL,NULL,"BEHAVIOURAL CHANGE",NORMAL
2366204772,2022-10-07,3429.83,1,NULL,NULL,"BEHAVIOURAL CHANGE",NORMAL
236763209,2022-10-07,5376.92,1,NULL,NULL,"BEHAVIOURAL CHANGE",NORMAL
2369116599,2022-10-07,16378.76,1,NULL,NULL,"BEHAVIOURAL CHANGE",NORMAL
2369124408,2022-11-12,6063.20,1,NULL,NULL,"BEHAVIOURAL CHANGE",NORMAL
2369776263,2022-10-07,10511.87,1,NULL,NULL,"BEHAVIOURAL CHANGE",NORMAL
2369776263,2022-10-09,26459.34,3,10511.87,15947.47,"BEHAVIOURAL CHANGE",HIGH
2369776263,2022-10-10,17542.48,1,26459.34,-8916.86,"BEHAVIOURAL CHANGE",NORMAL
2371835371,2022-11-14,589711.34,1,NULL,NULL,"BEHAVIOURAL CHANGE",NORMAL
2375869731,2022-10-07,942.18,1,NULL,NULL,"BEHAVIOURAL CHANGE",NORMAL
237682274,2022-10-07,14294.45,2,NULL,NULL,"BEHAVIOURAL CHANGE",NORMAL
2384413935,2022-10-07,340.48,1,NULL,NULL,"BEHAVIOURAL CHANGE",NORMAL
2385101880,2022-10-07,2931.44,1,NULL,NULL,"BEHAVIOURAL CHANGE",NORMAL
2386780639,2022-10-13,6230.30,1,NULL,NULL,"BEHAVIOURAL CHANGE",NORMAL
2388713026,2022-11-20,5998.70,1,NULL,NULL,"BEHAVIOURAL CHANGE",NORMAL
2389688527,2022-10-30,4587.29,1,NULL,NULL,"BEHAVIOURAL CHANGE",NORMAL
2390385700,2022-12-12,3708.46,1,NULL,NULL,"BEHAVIOURAL CHANGE",NORMAL
2392170793,2022-10-13,6213.46,1,NULL,NULL,"BEHAVIOURAL CHANGE",NORMAL
2401232223,2022-10-07,2294.51,1,NULL,NULL,"BEHAVIOURAL CHANGE",NORMAL
2403186083,2022-10-07,3632.19,1,NULL,NULL,"BEHAVIOURAL CHANGE",NORMAL
2407184317,2022-10-07,2818.67,1,NULL,NULL,"BEHAVIOURAL CHANGE",NORMAL
2407719171,2022-10-07,500.67,1,NULL,NULL,"BEHAVIOURAL CHANGE",NORMAL
2417474563,2022-10-07,1702.65,1,NULL,NULL,"BEHAVIOURAL CHANGE",NORMAL
2420393246,2022-10-28,4103.20,1,NULL,NULL,"BEHAVIOURAL CHANGE",NORMAL
2420393246,2022-11-15,3815.86,1,4103.20,-287.34,"BEHAVIOURAL CHANGE",NORMAL
2420393246,2022-12-09,12032.88,1,3815.86,8217.02,"BEHAVIOURAL CHANGE",CRITICAL
2420393246,2022-12-14,1223.57,1,12032.88,-10809.31,"BEHAVIOURAL CHANGE",NORMAL
2420714104,2022-12-10,9672.89,1,NULL,NULL,"BEHAVIOURAL CHANGE",NORMAL
2421280041,2022-12-12,5053.15,1,NULL,NULL,"BEHAVIOURAL CHANGE",NORMAL
2422360624,2022-10-07,2407.26,1,NULL,NULL,"BEHAVIOURAL CHANGE",NORMAL
2428154426,2022-10-07,1633.21,1,NULL,NULL,"BEHAVIOURAL CHANGE",NORMAL
2433320986,2022-11-02,9286.75,1,NULL,NULL,"BEHAVIOURAL CHANGE",NORMAL
2434664247,2022-10-07,204.92,1,NULL,NULL,"BEHAVIOURAL CHANGE",NORMAL
2438139688,2022-10-07,2187.48,2,NULL,NULL,"BEHAVIOURAL CHANGE",NORMAL
2440773125,2022-10-12,7548.43,1,NULL,NULL,"BEHAVIOURAL CHANGE",NORMAL
2443617213,2022-11-19,3229.28,1,NULL,NULL,"BEHAVIOURAL CHANGE",NORMAL
2446473392,2022-10-07,500.46,1,NULL,NULL,"BEHAVIOURAL CHANGE",NORMAL
2446822729,2022-10-07,5017.46,1,NULL,NULL,"BEHAVIOURAL CHANGE",NORMAL
2447476655,2022-10-13,2177.23,1,NULL,NULL,"BEHAVIOURAL CHANGE",NORMAL
2448186727,2022-11-05,22162.35,1,NULL,NULL,"BEHAVIOURAL CHANGE",NORMAL
2448237201,2022-10-07,500.83,1,NULL,NULL,"BEHAVIOURAL CHANGE",NORMAL
244832067,2022-12-10,5424.54,1,NULL,NULL,"BEHAVIOURAL CHANGE",NORMAL
2450448709,2022-10-07,9100.19,1,NULL,NULL,"BEHAVIOURAL CHANGE",NORMAL
2457436704,2022-10-07,1968.27,1,NULL,NULL,"BEHAVIOURAL CHANGE",NORMAL
